not_found_org,not_found_mod,not_found_trans,not_found_cat,Column1
shifa,shifa,????,TL-NW-ALNUM,"'shifa':'????',"
shisha,shisha,????,TL-NW-ALNUM,"'shisha':'????',"
shop(bog),shop(bog),??(?????),TL-NW-SP-Error,"'shop(bog)':'??(?????)',"
shoppe,shoppe,?????,TL-NW-ALNUM,"'shoppe':'?????',"
silky,silky,??????,TL-NW-ALNUM,"'silky':'??????',"
silverwood,silverwood,????????,TL-NW-ALNUM,"'silverwood':'????????',"
softem,sofTem,?????,TL-NW-ALNUM,"'softem':'?????',"
sp,sp,???,TL-NW-ALNUM,"'sp':'???',"
stocking,stocking,??????,TL-NW-ALNUM,"'stocking':'??????',"
sunnahfoods,sannahfooDs,???????????,TL-NW-ALNUM,"'sunnahfoods':'???????????',"
superstore,suparsTOre,??????????,TL-NW-ALNUM,"'superstore':'??????????',"
sweetmeat,swItmeat,???????,TL-NW-ALNUM,"'sweetmeat':'???????',"
taiba,taiba,?????,TL-NW-ALNUM,"'taiba':'?????',"
tasneem,tasnIm,???????,TL-NW-ALNUM,"'tasneem':'???????',"
telecom24,Telikom24,????????,TL-NW-ALNUM,"'telecom24':'????????',"
torresi,Torresi,??????,TL-NW-ALNUM,"'torresi':'??????',"
tronics,Troniks,????????,TL-NW-ALNUM,"'tronics':'????????',"
try-100k,try-100k,try-100k,TL-NW-Error,"'try-100k':'try-100k',"
uchi,uchi,???,TL-NW-ALNUM,"'uchi':'???',"
umairah,umairah,???????,TL-NW-ALNUM,"'umairah':'???????',"
uzma,uzma,????,TL-NW-ALNUM,"'uzma':'????',"
val,val,???,TL-NW-ALNUM,"'val':'???',"
vander,vander,???????,TL-NW-ALNUM,"'vander':'???????',"
vandini,vandini,????????,TL-NW-ALNUM,"'vandini':'????????',"
vape,vape,???,TL-NW-ALNUM,"'vape':'???',"
vdc,vdc,??????,TL-NW-ALNUM,"'vdc':'??????',"
verona,verona,?????,TL-NW-ALNUM,"'verona':'?????',"
visco,visco,?????,TL-NW-ALNUM,"'visco':'?????',"
vo5,vo5,??,TL-NW-ALNUM,"'vo5':'??',"
wallets,wallets,?????????,TL-NW-ALNUM,"'wallets':'?????????',"
wdh,wdh,??,TL-NW-ALNUM,"'wdh':'??',"
yasmine,yasmine,????????,TL-NW-ALNUM,"'yasmine':'????????',"
zaffran,zaffran,????????,TL-NW-ALNUM,"'zaffran':'????????',"
zhi,zhi,??,TL-NW-ALNUM,"'zhi':'??',"
